Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Violation Time,Violation County,From Hours In Effect,To Hours In Effect,Vehicle Color,Vehicle Year,Meter Number,Violation Post Code,Violation Description
HCM4464,NY,PAS,12/3/2016,20,4DSD,NISSA,0620A,Q,,,GY,2015,,E 41,20A-No Parking (Non-COM)
FBE3335,NY,PAS,12/14/2016,20,SUBN,HONDA,0809P,BX,,,GY,2012,,C 21,20A-No Parking (Non-COM)
R1CECAKE,NY,SRF,12/6/2016,21,SUBN,JEEP,0937A,K,0930A,1100A,WH,2013,-,,
G71DJP,NJ,PAS,12/1/2016,36,4 DR,HONDA,1100A,BX,,,BK,2013,,,PHTO SCHOOL ZN SPEED VIOLATION
HCW1068,NY,PAS,12/6/2016,71,4DSD,NISSA,0318P,K,,,BK,2015,,09 3,71A-Insp Sticker Expired (NYS)
FTT2617,NY,PAS,12/16/2016,37,SUBN,NS/OT,1219P,Q,0830A,0700P,BLACK,2012,422-1281,17 4,37-Expired Muni Meter
GXR7442,NY,PAS,12/14/2016,36,4DSD,NISSA,0942A,QN,,,WH,2012,,,PHTO SCHOOL ZN SPEED VIOLATION
HHF3240,NY,PAS,12/16/2016,21,SUBN,CHEVR,1206P,,1130A,0100P,BLACK,2017,-,,
GER4742,NY,PAS,12/23/2016,37,4DSD,INFIN,0217P,BX,0800A,0700P,BK,2015,229-3030,11 2,37-Expired Muni Meter
HFZ6607,NY,PAS,12/1/2016,21,4DSD,DODGE,0806A,K,0800A,0930A,WH,2016,,M 31,21-No Parking (street clean)
51988MH,NY,COM,12/27/2016,69,VAN,GMC,0303P,NY,0700A,0700P,WH,2016,,07 6,69-Failure to Disp Muni Recpt
BHNYLAW,NY,SRF,12/24/2016,38,4DSD,LEXUS,1035A,K,0900A,0700P,GREY,2015,,41 3,38-Failure to Display Muni Rec
5VT711,MA,PAS,12/16/2016,36,SD,HYUND,0210P,BK,,,,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
HAS6843,NY,PAS,12/5/2016,21,SDN,TOYOT,0810A,K,0800A,0830A,BLACK,2015,-,,
BBF5187,NY,PAS,12/16/2016,7,SUBN,FORD,0809P,QN,,,WHGY,2013,,,FAILURE TO STOP AT RED LIGHT
GHM7211,NY,PAS,12/20/2016,98,SDN,HONDA,1030P,Q,ALL,ALL,BLUE,2012,-,,
AX7047,NY,PSD,12/16/2016,36,4DSD,TOYOT,0117P,BK,,,BK,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
HHV3483,NY,PAS,12/28/2016,21,SUBN,HONDA,0827A,BX,0800A,0830A,BK,2014,,J 21,21-No Parking (street clean)
JOEYK9,NY,SRF,12/3/2016,38,SUBN,HONDA,0158P,K,0830A,0700P,GY,2012,,21 3,38-Failure to Display Muni Rec
61472MG,NY,COM,12/12/2016,16,VAN,ME/BE,1149A,NY,0900A,0600P,WHITE,2014,,39,16-No Std (Com Veh) Com Plate
DTM2458,NY,PAS,12/25/2016,7,SUBN,LEXUS,1013A,QN,,,GY,2015,,,FAILURE TO STOP AT RED LIGHT
T621880C,NY,OMT,12/11/2016,7,4DSD,TOYOT,0616A,BX,,,BK,2012,,,FAILURE TO STOP AT RED LIGHT
KBH9088,PA,PAS,12/1/2016,36,SW,ME/BE,0129P,BK,,,,2014,,,PHTO SCHOOL ZN SPEED VIOLATION
HBY6337,NY,PAS,12/28/2016,9,SUBN,JEEP,0433P,Q,,,PURPL,2017,,12 4,09-Blocking the Box
GKS2611,NY,PAS,12/31/2016,40,4DSD,INFIN,0728A,K,,,GY,2013,,W 31,40-Fire Hydrant
GWT3342,NY,PAS,12/19/2016,20,4DSD,HONDA,0947A,Q,0800A,0600P,LTG,2015,,36 4,20A-No Parking (Non-COM)
T433108C,NY,OMT,12/8/2016,14,SUBN,TOYOT,0257P,NY,0700A,1200A,BK,2013,,99 6,14-No Standing
AUB5554,NY,PAS,12/19/2016,21,SUBN,HONDA,1004A,K,0930A,1100A,GRAY,2014,-,,
GTP7386,NY,PAS,12/7/2016,7,SUBN,CADIL,0704A,QN,,,GY,2012,,,FAILURE TO STOP AT RED LIGHT
GWF8829,NY,PAS,12/30/2016,20,4DSD,CHRYS,0305P,Q,0700A,0700P,WH,2015,,43 4,20A-No Parking (Non-COM)
T647839C,NY,OMT,12/9/2016,19,SUBN,FORD,0253A,Q,ALL,ALL,GR,2012,-,,
HJY4818,NY,PAS,12/1/2016,31,SUBN,DODGE,0314P,NY,,,GY,2016,,19 6,31-No Stand (Com. Mtr. Zone)
GSL5934,NY,PAS,12/13/2016,36,4DSD,TOYOT,1232P,BK,,,WH,2014,,,PHTO SCHOOL ZN SPEED VIOLATION
HHL3030,NY,PAS,12/13/2016,53,SUBN,JEEP,0135A,Q,ALL,ALL,GRY,2015,-,,
GDV4071,NY,PAS,12/11/2016,70,SUBN,CHEVR,0713A,NY,,,BK,2013,,07 7,70A-Reg. Sticker Expired (NYS)
HDJ5711,NY,PAS,12/2/2016,36,4DSD,HYUND,1249P,BX,,,GY,2013,,,PHTO SCHOOL ZN SPEED VIOLATION
HCC4507,NY,PAS,12/14/2016,36,SUBN,FORD,0302P,BX,,,BK,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
GTV4799,NY,OMS,12/8/2016,48,SUBN,BMW,0330P,K,,,BL,2017,,09 3,48-Bike Lane
GLV3349,NY,PAS,12/15/2016,36,SUBN,TOYOT,0944A,BK,,,BK,2013,,,PHTO SCHOOL ZN SPEED VIOLATION
HGM3138,NY,PAS,12/8/2016,36,4DSD,NISSA,0238P,QN,,,WH,2013,,,PHTO SCHOOL ZN SPEED VIOLATION
458RN,NY,SRF,12/10/2016,70,SUBN,CHEVR,0131P,Q,,,RD,2013,,09 4,70A-Reg. Sticker Expired (NYS)
GDW4984,NY,PAS,12/14/2016,36,SUBN,INFIN,0910A,QN,,,WH,2014,,,PHTO SCHOOL ZN SPEED VIOLATION
EWX6619,NY,PAS,12/31/2016,74,PICK,DODGE,1100A,K,,,WH,2012,,56 3,74-Missing Display Plate
GJD7317,NY,PAS,12/2/2016,53,4DSD,CHEVR,0809A,NY,,,BL,2014,,12 1,53-Safety Zone
GXF8932,NY,PAS,12/10/2016,68,4DSD,NISSA,0403P,K,,,BK,2015,,01 3,68-Not Pkg. Comp. w Psted Sign
ERQI83,FL,PAS,12/9/2016,36,4D,ME/BE,0941A,BK,,,WHI,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
EBY7302,NY,PAS,12/9/2016,7,SUBN,NISSA,1037A,QN,,,WH,2013,,,FAILURE TO STOP AT RED LIGHT
GKU7592,NY,PAS,12/12/2016,36,SUBN,BMW,1237P,QN,,,GY,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
EWC4274,NY,PAS,12/7/2016,36,SUBN,NISSA,1027A,QN,,,BK,2014,,,PHTO SCHOOL ZN SPEED VIOLATION
48776MC,NY,COM,12/19/2016,38,VAN,CHEVR,1138A,NY,1000A,0700P,RD,2012,,58 7,38-Failure to Display Muni Rec
HHT6386,NY,PAS,12/5/2016,38,SUBN,JEEP,0928P,K,0900A,1000P,WH,2016,,A 31,38-Failure to Display Muni Rec
GYA2568,NY,PAS,12/12/2016,21,SUBN,FORD,0743A,K,0730A,0800A,GRAY,2015,-,,
GYG7701,NY,PAS,12/7/2016,21,SUBN,DODGE,0747A,Q,0730A,0800A,BK,2015,,J 42,21-No Parking (street clean)
16223TC,NY,TRC,12/2/2016,47,TR/C,PETER,1003A,NY,0700A,0700P,RED,2013,,09 6,47-Double PKG-Midtown
GKK9658,NY,PAS,12/9/2016,36,4DSD,MINI,1256P,BK,,,WH,2014,,,PHTO SCHOOL ZN SPEED VIOLATION
FYK7077,NY,PAS,12/14/2016,36,4DSD,ME/BE,0335P,QN,,,BL,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
16777TT,NY,COM,12/11/2016,40,TRUC,CHEVR,0410P,BX,ALL,ALL,SILVE,2013,-,,
HFM3042,NY,PAS,12/22/2016,36,4DSD,NISSA,1134A,QN,,,BL,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
GJH8774,NY,PAS,12/23/2016,21,SDN,TOYOT,0923A,K,0900A,1030A,WH,2013,-,,
HAN4542,NY,PAS,12/29/2016,21,SUBN,JEEP,0742A,Q,0730A,0800A,BK,2012,,S 41,21-No Parking (street clean)
AVILIMO,NY,SRF,12/19/2016,38,4DSD,HONDA,1245P,K,0830A,0700P,BR,2016,,35 3,38-Failure to Display Muni Rec
6D30B,NY,OMT,12/22/2016,9,TAXI,TOYOT,0237P,NY,,,YW,2014,,09 6,09-Blocking the Box
GTP4716,NY,PAS,12/14/2016,40,SUBN,CHEVR,1043A,NY,,,RED,2014,,59 7,40-Fire Hydrant
HKV9809,NY,PAS,12/14/2016,36,SUBN,HONDA,0303P,QN,,,GY,2013,,,PHTO SCHOOL ZN SPEED VIOLATION
GXM4245,NY,PAS,12/3/2016,40,SUBN,DODGE,0544P,NY,,,GY,2015,,CC1,40-Fire Hydrant
ETY2698,NY,PAS,12/25/2016,74,SUBN,MAZDA,1135A,Q,,,GY,2016,,01 4,74A-Improperly Displayed Plate
T84ESK,NJ,PAS,12/6/2016,36,4 DR,NISSA,1143A,BK,,,BN,2014,,,PHTO SCHOOL ZN SPEED VIOLATION
ERR5290,NY,PAS,12/20/2016,21,PICK,NS/OT,0948A,NY,0900A,1030A,BLACK,2013,,L 99,21-No Parking (street clean)
EUM8257,NY,PAS,12/23/2016,46,SDN,HONDA,0534P,Q,ALL,ALL,GRAY,2014,-,,
R96HDN,NJ,PAS,12/9/2016,36,4 DR,HONDA,0106P,BX,,,WT,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
GPP2459,NY,PAS,12/31/2016,21,4DSD,HONDA,0843A,BX,0830A,0900A,BK,2014,,05 2,21-No Parking (street clean)
GSN4693,NY,PAS,12/19/2016,38,4DSD,HONDA,0149P,NY,0830A,0700P,TN,2013,,CC1,38-Failure to Display Muni Rec
HJJ4893,NY,PAS,12/18/2016,7,4DSD,TOYOT,0731P,BK,,,GY,2013,,,FAILURE TO STOP AT RED LIGHT
HME6135,NY,PAS,12/13/2016,75,4DSD,HONDA,0215P,K,,,RED,2016,,R 32,75-No Match-Plate/Reg. Sticker
HGZ9754,NY,PAS,12/20/2016,36,SUBN,ACURA,0932A,BK,,,GY,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
GLN6527,NY,PAS,12/8/2016,20,SUBN,INFIN,1220P,K,1200A,0200P,BK,2014,,28 3,20A-No Parking (Non-COM)
T706689C,NY,OMT,12/27/2016,21,4DSD,TOYOT,0824A,K,0800A,0930A,WH,2014,,N 32,21-No Parking (street clean)
GGS5570,NY,PAS,12/7/2016,37,4DSD,HYUND,0453P,Q,0900A,0700P,BL,2012,405-3044,24 4,37-Expired Muni Meter
GSGY4213,NY,PAS,12/3/2016,21,SDN,NISSA,0935A,K,0930A,1100A,WHITE,2012,-,,
67835JU,NY,COM,12/22/2016,38,PICK,TOYOT,0523P,K,0800A,0700P,BK,2015,,01 3,38-Failure to Display Muni Rec
T606071C,NY,OMT,12/9/2016,36,4DSD,TOYOT,0839A,BX,,,GY,2012,,,PHTO SCHOOL ZN SPEED VIOLATION
60432MD,NY,COM,12/22/2016,14,VAN,UPS,0327P,K,,,BROWN,2014,,07 3,14-No Standing
HLY9565,NY,999,12/8/2016,70,SUBN,HONDA,0505P,K,,,SILVE,2016,,35 3,70A-Reg. Sticker Expired (NYS)
FEY1921,NY,PAS,12/2/2016,36,4DSD,HONDA,1142A,ST,,,GY,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
12344MG,NY,COM,12/14/2016,38,VAN,FRUEH,0244P,Q,0900A,1000P,BROWN,2015,,07 4,38-Failure to Display Muni Rec
HAZ6855,NY,PAS,12/8/2016,36,SUBN,NISSA,1138A,QN,,,GR,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
GVJ7504,NY,PAS,12/7/2016,38,4DSD,FORD,0126P,BX,0830A,0700P,GY,2012,,33 2,38-Failure to Display Muni Rec
Y54GNN,NJ,PAS,12/19/2016,36,4 DR,NISSA,0119P,BK,,,BK,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
T715181C,NY,OMT,12/28/2016,21,SUBN,TOYOT,0121A,K,1200A,0300A,BK,2016,,I 31,21-No Parking (street clean)
EPX1675,NY,PAS,12/5/2016,36,SUBN,CHEVR,0407P,BK,,,WH,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
HMC9738,NY,PAS,12/9/2016,38,SUBN,JEEP,0941P,NY,0730A,1000P,BLACK,2017,,F 77,38-Failure to Display Muni Rec
GRP6222,NY,PAS,12/22/2016,38,4DSD,NISSA,0932A,K,0900A,0700P,BL,2012,,11 3,38-Failure to Display Muni Rec
FRX3620,NY,PAS,12/16/2016,36,SUBN,HONDA,1213P,BX,,,GY,2012,,,PHTO SCHOOL ZN SPEED VIOLATION
FZT8645,NY,PAS,12/20/2016,36,SUBN,KIA,1054A,QN,,,GY,2012,,,PHTO SCHOOL ZN SPEED VIOLATION
HAX6677,NY,PAS,12/1/2016,36,SUBN,JEEP,1232P,BK,,,BK,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
GEH9887,NY,PAS,12/14/2016,21,SUBN,LEXUS,0948A,BX,0930A,1100A,SILVE,2015,-,,
HBR1380,NY,PAS,12/13/2016,36,SUBN,HONDA,1254P,BK,,,GY,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
GJU2654,NY,PAS,12/15/2016,7,4DSD,HONDA,0459P,BX,,,BK,2016,,,FAILURE TO STOP AT RED LIGHT
34094MC,NY,COM,12/13/2016,40,VAN,ISUZU,0528P,NY,,,WH,2012,,15 7,40-Fire Hydrant
GFL9591,NY,PAS,12/17/2016,38,SUBN,TOYOT,1158A,Q,0730A,1000P,BK,2016,,08 4,38-Failure to Display Muni Rec
T687465C,NY,OMT,12/1/2016,98,4DSD,TOYOT,1106A,Q,,,BK,2016,,37 4,98-Obstructing Driveway
GXG3043,NY,PAS,12/1/2016,46,SUBN,TOYOT,1135A,K,ALL,ALL,BK,2015,-,,
54910JA,NY,COM,12/30/2016,38,VAN,FORD,0231P,NY,1000A,0700P,WH,2014,,C 77,38-Failure to Display Muni Rec
HLK6863,NY,PAS,12/4/2016,71,SUBN,BMW,0800P,K,ALL,ALL,BLK,2013,-,,
GTX7821,NY,PAS,12/13/2016,71,SUBN,JEEP,0501P,Q,,,BK,2015,,Q 42,71A-Insp Sticker Expired (NYS)
GZT3689,NY,PAS,12/16/2016,21,4DSD,TOYOT,0044A,K,1200A,0300A,GY,2012,,C 31,21-No Parking (street clean)
FJZ6010,NY,PAS,12/21/2016,38,SUBN,TOYOT,0953A,NY,0700A,0900P,GY,2014,,99 6,38-Failure to Display Muni Rec
GWT7468,NY,PAS,12/1/2016,17,SUBN,ACURA,0123P,Q,,,GR,2015,,28 4,17-No Stand (exc auth veh)
HCX9479,NY,PAS,12/7/2016,53,4DSD,HONDA,0117P,NY,,,WH,2016,,CCC,53-Safety Zone
63895MJ,NY,COM,12/27/2016,46,DELV,HINO,1121A,BX,ALL,ALL,WH,2015,-,,
HCC9803,NY,PAS,12/19/2016,14,2DSD,HONDA,0709A,Q,0700A,0400P,GY,2012,,W 42,14-No Standing
T648886C,NY,OMT,12/5/2016,5,4DSD,TOYOT,0812A,BX,,,GY,2014,,,BUS LANE VIOLATION
HAR8463,NY,PAS,12/8/2016,36,SUBN,LEXUS,0906A,ST,,,BK,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
FZJ3875,NY,PAS,12/19/2016,21,SUBN,ME/BE,0914A,K,0830A,1000A,BR,2014,,N 32,21-No Parking (street clean)
HBV6041,NY,PAS,12/7/2016,20,SUBN,MAZDA,0706A,BX,0700A,0400P,GY,2016,,D 22,20A-No Parking (Non-COM)
93477,NY,MED,12/21/2016,21,SDN,LEXUS,1005A,K,0930A,1100A,WHITE,2012,-,,
CTY2793,NY,PAS,12/1/2016,36,SUBN,GMC,1033A,QN,,,BK,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
CW290W,NY,PAS,12/9/2016,36,SUBN,ACURA,0920A,BK,,,WH,2017,,,PHTO SCHOOL ZN SPEED VIOLATION
FMT8114,NY,PAS,12/3/2016,71,SUBN,JEEP,0942A,Q,,,WH,2014,,48-P,71A-Insp Sticker Expired (NYS)
GTX9438,NY,PAS,12/12/2016,38,4DSD,HYUND,0939A,BX,0800A,1000P,RED,2017,,P 21,38-Failure to Display Muni Rec
3349YV,MA,PAS,12/20/2016,7,UT,ACURA,0836A,BK,,,,2013,,,FAILURE TO STOP AT RED LIGHT
T679639C,NY,OMT,12/28/2016,7,4DSD,HONDA,0821P,BK,,,GY,2013,,,FAILURE TO STOP AT RED LIGHT
ETM8104,NY,PAS,12/9/2016,71,4DSD,NISSA,0122P,K,,,WH,2014,,06 3,71A-Insp Sticker Expired (NYS)
HBT5871,NY,PAS,12/13/2016,98,SUBN,,0937A,NY,ALL,ALL,BK,2015,-,,
T477785C,NY,OMT,12/1/2016,36,SUBN,TOYOT,0140P,QN,,,GY,2012,,,PHTO SCHOOL ZN SPEED VIOLATION
T637804C,NY,OMT,12/1/2016,70,4DSD,FORD,0212P,Q,,,BK,2013,,05 4,70A-Reg. Sticker Expired (NYS)
25103MD,NY,COM,12/12/2016,21,VAN,GMC,0836A,NY,0830A,1000A,WHITE,2013,,B 77,21-No Parking (street clean)
FSJ8089,NY,PAS,12/6/2016,37,CONV,MINI,1150A,Q,0830A,0700P,BR,2013,407-2280,52-A,37-Expired Muni Meter
EUV3483,NY,PAS,12/1/2016,71,2DSD,BMW,0955A,NY,,,WH,2015,,01 7,71A-Insp Sticker Expired (NYS)
FSC8284,NY,PAS,12/5/2016,36,4DSD,TOYOT,0957A,BX,,,BK,2012,,,PHTO SCHOOL ZN SPEED VIOLATION
GDN1947,NY,PAS,12/5/2016,20,SUBN,SUBAR,0121P,Q,0800A,0600P,DK/,2013,,A 42,20A-No Parking (Non-COM)
GTW3294,NY,PAS,12/14/2016,7,SUBN,MAZDA,0942A,MN,,,BL,2015,,,FAILURE TO STOP AT RED LIGHT
23649MJ,NY,COM,12/6/2016,37,VAN,FORD,0256P,NY,0900A,0700P,WH,2015,102-3060,74 1,37-Expired Muni Meter
GPW2331,NY,PAS,12/7/2016,36,SUBN,NISSA,1234P,BX,,,WH,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
GZX2745,NY,PAS,12/4/2016,40,SDN,BMW,0113A,NY,ALL,ALL,BLACK,2012,-,,
GYM5348,NY,PAS,12/12/2016,38,4DSD,FORD,0933A,K,0800A,0700P,WH,2015,,15 3,38-Failure to Display Muni Rec
GKM8673,NY,PAS,12/4/2016,71,SUBN,JEEP,1158A,NY,,,WH,2014,,09 1,71A-Insp Sticker Expired (NYS)
EGX5487,NY,PAS,12/31/2016,50,SUBN,HONDA,0210A,Q,ALL,ALL,WHITE,2014,-,,
28569MH,NY,COM,12/1/2016,47,VAN,FRUEH,0507P,NY,ALL,ALL,BROWN,2016,-,,
T708068C,NY,OMT,12/9/2016,7,SUBN,FORD,0357P,MN,,,BK,2015,,,FAILURE TO STOP AT RED LIGHT
17604MD,NY,COM,12/9/2016,5,VAN,CHEVR,0451P,BK,,,WH,2014,,,BUS LANE VIOLATION
FZF6843,NY,PAS,12/1/2016,36,4DSD,NISSA,0911A,BK,,,BK,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
Z86DWG,NJ,PAS,12/7/2016,36,WAGO,ME/BE,0925A,BK,,,BL,2014,,,PHTO SCHOOL ZN SPEED VIOLATION
HCE8866,NY,PAS,12/9/2016,37,SUBN,HONDA,0207P,K,0830A,0800P,BK,2016,311-3086,01 3,37-Expired Muni Meter
HEA5829,NY,PAS,12/8/2016,38,4DSD,TOYOT,0154P,K,0900A,0700P,GY,2015,,24 3,38-Failure to Display Muni Rec
T719614C,NY,OMT,12/21/2016,36,4DSD,NISSA,1153A,QN,,,BK,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
22378ME,NY,COM,12/28/2016,16,VAN,FORD,0942A,NY,0700A,0700P,WH,2014,,16 7,16-No Std (Com Veh) Com Plate
68117MD,NY,COM,12/28/2016,21,VAN,FORD,0756A,BX,0730A,0800A,WHITE,2012,-,,
T612135C,NY,OMT,12/21/2016,36,SUBN,TOYOT,1150A,BX,,,GR,2014,,,PHTO SCHOOL ZN SPEED VIOLATION
HCW5479,NY,PAS,12/15/2016,71,4DSD,HONDA,1024A,R,,,BK,2016,,C-AM,71A-Insp Sticker Expired (NYS)
ETK6817,NY,PAS,12/22/2016,17,4DSD,TOYOT,0923A,BX,0800A,0600P,GY,2016,,B 62,17-No Stand (exc auth veh)
T663878C,NY,OMT,12/2/2016,5,SUBN,TOYOT,0425P,BX,,,BK,2015,,,BUS LANE VIOLATION
12350MG,NY,COM,12/9/2016,40,VAN,FRUEH,0213P,K,,,BROWN,2015,,CC2,40-Fire Hydrant
HCM2190,NY,PAS,12/16/2016,71,SDN,NISSA,0113P,NY,ALL,ALL,GRAY,2015,-,,
FCT5128,NY,PAS,12/30/2016,37,SUBN,JEEP,1032A,K,0800A,0700P,BLACK,2015,777-7777,59 3,37-Expired Muni Meter
GTS3896,NY,PAS,12/28/2016,21,SUBN,VOLKS,0912A,BX,0900A,1030A,GY,2014,,04 2,21-No Parking (street clean)
AGT9266,99,PAS,12/11/2016,14,SUBN,FORD,0131A,K,ALL,ALL,RED,2014,-,,
T691432C,NY,OMT,12/22/2016,36,4DSD,TOYOT,1253P,BK,,,BK,2012,,,PHTO SCHOOL ZN SPEED VIOLATION
52550MJ,NY,COM,12/15/2016,14,VAN,FORD,1213P,K,0700A,0600P,WH,2016,,03 3,14-No Standing
HFP9422,NY,PAS,12/31/2016,38,4DSD,INFIN,0949A,NY,0830A,0700P,GY,2015,,A 77,38-Failure to Display Muni Rec
6387UV,ME,PAS,12/18/2016,7,4D,NISSA,0552P,QN,,,SILVE,2015,,,FAILURE TO STOP AT RED LIGHT
39919PC,NY,IRP,12/5/2016,19,TR,FRUEH,0301P,Q,,,BK,2015,,CC1,19-No Stand (bus stop)
GHG4659,NY,PAS,12/20/2016,20,SUBN,CHRYS,0534P,K,0700A,0700P,BLACK,2015,,08 3,20A-No Parking (Non-COM)
FCL8118,NY,PAS,12/8/2016,40,SUBN,FORD,0131P,Q,,,GY,2012,,27 4,40-Fire Hydrant
GMD9282,NY,PAS,12/1/2016,46,SUBN,KIA,0942A,K,ALL,ALL,BK,2017,-,,
HGX4871,NY,PAS,12/14/2016,14,SUBN,ACURA,1002P,BX,,,BK,2013,,H 21,14-No Standing
T688766C,NY,OMT,12/2/2016,9,SUBN,CHEVR,0556P,NY,,,BLACK,2016,,11 6,09-Blocking the Box
HJD5994,NY,OMS,12/23/2016,36,4DSD,CHEVR,1107A,BK,,,WH,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
VLX2877,VA,PAS,12/22/2016,36,4D,TOYOT,1245P,BK,,,BLK,2014,,,PHTO SCHOOL ZN SPEED VIOLATION
FFX2606,NY,PAS,12/23/2016,70,4DSD,NISSA,0854A,K,,,GY,2014,,CC2,70A-Reg. Sticker Expired (NYS)
12077MJ,NY,COM,12/6/2016,48,VAN,FRUEH,1117A,NY,,,BROWN,2016,,03 6,48-Bike Lane
GUM8120,NY,PAS,12/28/2016,40,2DSD,SMART,0642A,K,,,GY,2015,,U 32,40-Fire Hydrant
HKW1958,NY,PAS,12/19/2016,20,PICK,CHEVR,0151P,BX,,,BL,2016,,01 2,20A-No Parking (Non-COM)
GSD7529,TX,PAS,12/20/2016,36,4D,HYUND,0128P,QN,,,,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
HLM3648,NY,PAS,12/2/2016,36,SUBN,TOYOT,1130A,BK,,,GY,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
GME7019,NY,PAS,12/13/2016,36,4DSD,HONDA,1121A,BK,,,GR,2013,,,PHTO SCHOOL ZN SPEED VIOLATION
EK616Y,NY,PAS,12/8/2016,70,SUBN,HYUND,0611P,R,,,BK,2013,,04-P,70A-Reg. Sticker Expired (NYS)
GUP7033,NY,PAS,12/29/2016,21,SUBN,NISSA,1215P,BX,1130A,0100P,WHITE,2013,,04 2,21-No Parking (street clean)
HAC5095,NY,PAS,12/19/2016,71,4DSD,INFIN,0221P,R,,,GY,2015,,C-PM,71A-Insp Sticker Expired (NYS)
GUZ7690,NY,PAS,12/23/2016,20,P-U,GMC,0228P,NY,0800A,0600P,RED,2015,-,,
GXP9951,NY,PAS,12/12/2016,36,SUBN,JEEP,0946A,QN,,,BL,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
GFK1349,NY,PAS,12/22/2016,21,4DSD,HYUND,0812A,NY,0800A,0930A,WH,2016,,CCC,21-No Parking (street clean)
HFW3590,NY,PAS,12/3/2016,75,4DSD,BMW,0526P,NY,,,GY,2013,,48,75-No Match-Plate/Reg. Sticker
GVB2590,NY,PAS,12/6/2016,70,4DSD,BMW,1052A,Q,,,WH,2012,,T 42,70A-Reg. Sticker Expired (NYS)
T656128C,NY,OMT,12/3/2016,31,4DSD,TOYOT,0346P,Q,0800A,0700P,WH,2014,,22 4,31-No Stand (Com. Mtr. Zone)
T705588C,NY,OMT,12/10/2016,38,SUBN,NISSA,0137P,Q,0800A,1000P,BK,2016,,01 4,38-Failure to Display Muni Rec
GHK8960,NY,PAS,12/19/2016,14,4DSD,INFIN,0744A,BX,1000P,0800A,WH,2016,,P 21,14-No Standing
CWM5209,NY,PAS,12/7/2016,38,SUBN,JEEP,0917A,Q,0700A,0700P,BK,2015,,E 41,38-Failure to Display Muni Rec
CXZ2040,NY,PAS,12/21/2016,36,4DSD,CHEVR,0906A,BK,,,GY,2014,,,PHTO SCHOOL ZN SPEED VIOLATION
FSC3949,NY,PAS,12/27/2016,21,SUBN,CADIL,0848A,Q,0830A,1000A,BK,2015,,10 4,21-No Parking (street clean)
HGG1009,NY,OMS,12/12/2016,31,4DSD,FORD,0212P,NY,0600A,0700P,GY,2016,,01 6,31-No Stand (Com. Mtr. Zone)
T656992C,NY,OMT,12/2/2016,7,SUBN,LINCO,0153A,QN,,,BK,2013,,,FAILURE TO STOP AT RED LIGHT
DUV2044,NY,PAS,12/14/2016,40,4DSD,TOYOT,1217P,K,,,WH,2014,,11 3,40-Fire Hydrant
HKV1542,NY,PAS,12/17/2016,40,4DSD,VOLKS,1222P,K,,,GY,2016,,M 31,40-Fire Hydrant
AZN7630,NY,PAS,12/9/2016,36,4DSD,HYUND,0903A,ST,,,GY,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
96172MA,NY,COM,12/19/2016,14,DELV,FRUEH,0925A,NY,,,BROWN,2012,,CC3,14-No Standing
HEH6302,NY,PAS,12/14/2016,36,SUBN,BMW,0213P,BK,,,BK,2012,,,PHTO SCHOOL ZN SPEED VIOLATION
161298,NY,STA,12/7/2016,36,4DSD,FORD,1040A,BK,,,WH,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
GFF3100,NY,PAS,12/22/2016,19,SUBN,JEEP,0251P,BX,,,GY,2016,,07 2,19-No Stand (bus stop)
HLP8881,NY,PAS,12/19/2016,37,SUBN,TOYOT,0121P,BX,0900A,0700P,BK,2016,213-1133,60 2,37-Expired Muni Meter
GCP2495,NY,PAS,12/1/2016,21,SUBN,JEEP,1152A,BX,1130A,0100P,WHITE,2015,-,,
67667MH,NY,COM,12/13/2016,40,DELV,FRUEH,0935A,NY,,,WH,2016,,37 7,40-Fire Hydrant
ELW7747,NY,PAS,12/6/2016,31,SUBN,DODGE,1011A,NY,0700A,0100P,GREY,2014,,13 8,31-No Stand (Com. Mtr. Zone)
